smiles,selectivity
C#Cc1cc(OC)cc(C)c1OCCc1c(C)ccc(C)c1C,non
C=C(CCCOc1ccccc1)COc1ccc(CC)cc1,non
COc1ccc(OCC2CCC(OC(=O)c3c(C)cccc3C)CC2)c(C#N)c1,non
COc1ccc(OCCCCOC(=O)c2c(C)cccc2C)c2c1CCC2,non
CCCCCc1ccccc1OP(=O)(Cc1cc(F)ccc1F)OCC,non
CCOP(=O)(Cc1ccc(C)cc1)Oc1ccc(C)cc1,non
C#Cc1ccc(OP(=O)(Cc2ccc(C)cc2)OCC)cc1,non
CCOP(=O)(Cc1ccc(OC)cc1)Oc1ccccc1C(C)(C)C,non
CCOP(=O)(Cc1cc(C)c(OC)c(C)c1)Oc1ccc(C#N)cc1,non
C#Cc1ccccc1OP(=O)(Cc1ccc(Cl)cc1)OCC,non
CCOP(=O)(Cc1cc(C)c(Cl)c(CC)c1)Oc1ccc(C#N)cc1,non
CCOP(=O)(Cc1ccccc1)Oc1ccccc1,non
CCOP(C)(=O)Oc1ccc(C#N)cc1,non
CCOP(=O)(Cc1ccc(F)c(Br)c1)Oc1ccccc1C,non
CCOP(=O)(Cc1ccc(F)c(Br)c1)Oc1ccc(CN(C)C)cc1,non
Cc1ccccc1COC1Cc2cccc(F)c2-c2cccc(C)c21,non
Fc1ncccc1-c1cccc2c1CCC(c1ccccc1)C2,non
Cc1cccc(CCCc2ccccc2C)c1,non
Cc1ccc(C)c(C2Cc3cccc(C)c3CO2)c1C,non
Cc1cccc(-c2ccccc2F)c1C(=O)OCc1cccc(Cl)c1,non
Cc1ccnc(F)c1-c1cccc2c1C(=O)OC(c1c(C)ccc(Cl)c1C)C2,non
COc1ccc(CCCCc2c(C)cccc2-c2ccccc2F)cc1OC,non
COc1ccc(CC2Cc3cccc(-c4c(C)ccnc4F)c3CO2)cc1OC,non
Cc1cccc(Cl)c1COC(=O)c1c(C)ccc(C)c1-c1c(C)cccc1F,non
Fc1ncccc1-c1cccc2c1CCC(c1ccccc1Cl)C2,non
COc1c(F)ccc(C)c1COC(=O)c1c(C)cccc1-c1c(C)cccc1F,non
COc1c(F)cccc1C1CCc2c(cccc2-c2cccnc2F)C1,non
O=S(=O)(Cc1ccccc1)Oc1ccccc1-c1ccc2ccccc2c1,non
Cc1ccc2cc(-c3ccc(OS(=O)(=O)Cc4ccccc4)cc3)cnc2c1[N+](=O)[O-],non
Cc1cccc(CS(=O)(=O)Oc2ccccc2-c2ccc3cc4c(cc3c2)CC=CC4)c1,non
Cc1cccc(CS(=O)(=O)Oc2ccc(-c3cnc4ccccc4c3)cc2)c1,non
Cc1c(C)c(F)c(CS(=O)(=O)Oc2ccc(-c3cnc4c(N)cccc4c3)cc2)c(C)c1F,non
Nc1cccc2cc(-c3ccccc3OS(=O)(=O)Cc3cc(F)ccc3F)ccc12,non
C=C(Cc1ccccc1)Nc1c(-c2ccccc2F)cc(C(C)C)cc1C(C)C,non
C=C(Cc1ccccc1)Nc1c(C(C)C)cc(-c2cccnc2F)cc1C(C)C,non
C=C(Nc1c(-c2ccccc2F)cc(C(C)C)cc1C(C)C)C1CCc2ccccc21,non
C=C(Nc1c(C(C)C)cc(-c2cccnc2F)cc1C(C)C)C1CCc2ccccc21,non
Cc1ccc(S(=O)(=O)N2CC(C(=O)Nc3c(-c4ccccc4F)cc(C(C)C)cc3C(C)C)c3ccccc32)cc1,non
Cc1ccc(S(=O)(=O)N2CC(C(=O)Nc3c(C(C)C)cc(-c4cccnc4F)cc3C(C)C)c3ccccc32)cc1,non
CC(C)[Si](Cc1ccccc1OC(F)(F)F)(Oc1ccccc1-c1ccccc1)C(C)C,non
CC(C)[Si](Cc1ccccc1)(Oc1ccc(-c2ccncc2)cc1)C(C)C,non
CC(C)[Si](Cc1ccccc1)(Oc1ccc(-c2ccccc2)cc1)C(C)C,non
CC(C)[Si](Cc1ccccc1)(Oc1ccc(-c2ccc(C#N)cc2)cc1)C(C)C,non
Cc1ccccc1-c1ccc(O[Si](C(C)C)(C(C)C)C(c2ccccc2)c2ccccc2)cc1,non
CC(C)[Si](Oc1ccc(-c2ccc(C#N)cc2)cc1)(C(C)C)C(c1ccccc1)c1ccccc1,non
C#Cc1ccccc1-c1ccc(O[Si](Cc2c(C)c(C)cc(C)c2C)(C(C)C)C(C)C)cc1,non
Cc1cc(C)c(C)c(C[Si](Oc2ccc(-c3ccc(C#N)cc3)cc2)(C(C)C)C(C)C)c1C,non
CCc1ccccc1-c1ccc(O[Si](Cc2c(C)cccc2C)(C(C)C)C(C)C)cc1,non
Cc1cccc(C)c1C[Si](Oc1ccc(-c2ccc(C#N)cc2)cc1)(C(C)C)C(C)C,non
CC(C)[Si](Cc1cccc(F)c1)(Oc1ccc(-c2ccccc2)cc1)C(C)C,non
CC(C)[Si](Cc1cccc(F)c1)(Oc1ccc(-c2ccc(C#N)cc2)cc1)C(C)C,non
Cc1ccccc1-c1ccc(O[Si](C(C)C)(C(C)C)C(C)c2ccccc2)cc1,non
CC(C)[Si](Oc1ccc(-c2ccc(C#N)cc2)cc1)(C(C)C)C(C)c1ccccc1,non
C#Cc1ccccc1-c1ccc(C[Si](Oc2ccccc2)(C(C)C)C(C)C)cc1,non
CC(C)[Si](Cc1ccc(-c2ccc(C#N)cc2)cc1)(Oc1ccccc1)C(C)C,non
CCc1ccccc1-c1ccc(C[Si](Oc2ccccc2C)(C(C)C)C(C)C)cc1,non
Cc1ccccc1O[Si](Cc1ccc(-c2ccc(C#N)cc2)cc1)(C(C)C)C(C)C,non
C#Cc1ccccc1-c1ccc(C[Si](Oc2ccccc2-c2ccccc2)(C(C)C)C(C)C)cc1,non
CC(C)[Si](Cc1ccc(-c2ccc(C#N)cc2)cc1)(Oc1ccccc1-c1ccccc1)C(C)C,non
CC(C)[Si](Cc1ccc(-c2ccccc2)cc1)(Oc1cccc(Cl)c1)C(C)C,non
CC(C)[Si](Cc1ccc(-c2ccc(C#N)cc2)cc1)(Oc1cccc(Cl)c1)C(C)C,non
Cc1cccc(C)c1-c1cccc(O[Si](Cc2ccc(-c3ccccc3)cc2)(C(C)C)C(C)C)c1,non
Cc1cccc(C)c1-c1cccc(O[Si](Cc2ccc(-c3ccc(C#N)cc3)cc2)(C(C)C)C(C)C)c1,non
CC(C)[Si](Cc1ccc(-c2ccccc2)cc1)(Oc1cccc(-c2cc3ccccc3s2)c1)C(C)C,non
CC(C)[Si](Cc1ccc(-c2ccc(C#N)cc2)cc1)(Oc1cccc(-c2cc3ccccc3s2)c1)C(C)C,non
COc1ccccc1O[Si](Cc1ccc(-c2ccccc2C)cc1)(C(C)C)C(C)C,non
COc1ccccc1O[Si](Cc1ccc(-c2ccc(C#N)cc2)cc1)(C(C)C)C(C)C,non
CCc1cc(OC)c(OC)cc1-c1ccc(C[Si](Oc2ccccc2)(C(C)C)C(C)C)cc1,non
COc1ccc(-c2ccc(C[Si](Oc3ccccc3)(C(C)C)C(C)C)cc2)cc1OC,non
C#Cc1cc(OC)c(OC)cc1-c1ccc(C[Si](Oc2ccccc2C)(C(C)C)C(C)C)cc1,non
CCc1cc(OC)c(OC)cc1-c1ccc(C[Si](Oc2ccccc2C)(C(C)C)C(C)C)cc1,non
C#Cc1cc(OC)c(OC)cc1-c1ccc(C[Si](Oc2cc(F)ccc2C)(C(C)C)C(C)C)cc1,non
COc1ccc(-c2ccc(C[Si](Oc3cc(F)ccc3C)(C(C)C)C(C)C)cc2)cc1OC,non
C#Cc1cc(OC)c(OC)cc1-c1ccc(C[Si](Oc2ccccc2)(C(C)C)C(C)C)cc1,non
COc1cc(C)c(-c2ccc(C[Si](Oc3ccccc3)(C(C)C)C(C)C)cc2)cc1OC,non
Cc1cccc(CCCN(Cc2cccc(-c3ccccc3Cl)c2)S(=O)(=O)c2ccc(Br)cc2)c1,non
C=C(CCc1cccc(C)c1)N(Cc1cccc(-c2ccncc2Cl)c1)S(=O)(=O)c1ccc(Br)cc1,non
C/C=C(\CCc1cccc(OC)c1)N(Cc1cccc(-c2ccccc2Cl)c1)S(=O)(=O)c1ccc(Br)cc1,non
COc1cccc(CCC(=C(C)C)N(Cc2cccc(-c3ccncc3Cl)c2)S(=O)(=O)c2ccc(Br)cc2)c1,non
CC(CCc1cccc(F)c1)N(Cc1cccc(-c2ccccc2Cl)c1)S(=O)(=O)c1ccc(Br)cc1,non
O=S(=O)(c1ccc(Br)cc1)N(Cc1cccc(-c2ccncc2Cl)c1)C1CCCC(c2cccc(F)c2)C1,non
O=S(=O)(c1ccc(Br)cc1)N(CCCc1cccc(Cl)c1)Cc1cccc(-c2ccccc2Cl)c1,non
O=S(=O)(c1ccc(Br)cc1)N(CCCc1cccc(Cl)c1)Cc1cccc(-c2ccncc2Cl)c1,non
O=S(=O)(c1ccc(Br)cc1)N(CCCc1cccc(OC(F)(F)F)c1)Cc1cccc(-c2ccccc2Cl)c1,non
O=S(=O)(c1ccc(Br)cc1)N(CCCc1cccc(OC(F)(F)F)c1)Cc1cccc(-c2ccncc2Cl)c1,non
Cc1cccc(C)c1CCC(=O)N(Cc1c(C)ccc(-c2c(C)cccc2Cl)c1C)S(=O)(=O)c1c(C)cc(Br)cc1C,non
Cc1cccc(C)c1CCCN(Cc1cccc(-c2ccncc2Cl)c1)S(=O)(=O)c1ccc(Br)cc1,non
Cc1c(F)cccc1CCCN(Cc1cccc(-c2ccccc2Cl)c1)S(=O)(=O)c1ccc(Br)cc1,non
Cc1c(F)cccc1CCCN(Cc1cccc(-c2ccncc2Cl)c1)S(=O)(=O)c1ccc(Br)cc1,non
Cc1ccc(F)cc1CCCN(Cc1cccc(-c2ccccc2Cl)c1)S(=O)(=O)c1ccc(Br)cc1,non
Cc1ccc(F)cc1CCCN(Cc1cccc(-c2ccncc2Cl)c1)S(=O)(=O)c1ccc(Br)cc1,non
O=S(=O)(c1ccc(Br)cc1)N(CCCc1cc(F)cc(F)c1)Cc1cccc(-c2ccccc2Cl)c1,non
O=S(=O)(c1ccc(Br)cc1)N(CCCc1cc(F)cc(F)c1)Cc1cccc(-c2ccncc2Cl)c1,non
O=S(=O)(c1ccc(Br)cc1)N(CCCc1cccc(F)c1Cl)Cc1cccc(-c2ccccc2Cl)c1,non
O=S(=O)(c1ccc(Br)cc1)N(CCCc1cccc(F)c1Cl)Cc1cccc(-c2ccncc2Cl)c1,non
O=S(=O)(c1ccc(Br)cc1)N(CCCc1cc(F)cc(Cl)c1)Cc1cccc(-c2ccccc2Cl)c1,non
O=S(=O)(c1ccc(Br)cc1)N(CCCc1cc(F)cc(Cl)c1)Cc1cccc(-c2ccncc2Cl)c1,non
CC(CCN(Cc1ccccc1-c1ccccc1Cl)S(=O)(=O)c1ccc(Br)cc1)c1ccccc1,non
CC(CCN(Cc1ccccc1-c1ccncc1Cl)S(=O)(=O)c1ccc(Br)cc1)c1ccccc1,non
CCC(CCN(Cc1ccccc1-c1ccccc1Cl)S(=O)(=O)c1ccc(Br)cc1)c1ccccc1,non
CCC(CCN(Cc1ccccc1-c1ccncc1Cl)S(=O)(=O)c1ccc(Br)cc1)c1ccccc1,non
CN(CCCc1ccccc1)Cc1cccc(-c2ccccc2F)c1,non
C=C(CCc1ccccc1)N(C)Cc1cccc(-c2ccncc2F)c1,non
C=C(CCc1ccccc1)N(C)Cc1cccc(-c2ccccc2Cl)c1,non
C=C(CCc1ccccc1)N(C)Cc1cccc(-c2ccncc2Cl)c1,non
C=C(CCc1ccccc1)N(Cc1cccc(-c2ccccc2F)c1)S(=O)(=O)c1ccc(C)cc1,non
C=C(CCc1ccccc1)N(Cc1cccc(-c2ccncc2F)c1)S(=O)(=O)c1ccc(C)cc1,non
C=C(CCc1ccccc1C)N(Cc1cccc(-c2ccccc2Cl)c1)S(=O)(=O)c1ccc(Br)cc1,non
C=C(CCc1ccccc1C)N(Cc1cccc(-c2ccncc2Cl)c1)S(=O)(=O)c1ccc(Br)cc1,non
C=C(CCc1ccccc1Cl)N(Cc1cccc(-c2ccccc2Cl)c1)S(=O)(=O)c1ccc(Br)cc1,non
C=C(CCc1ccccc1Cl)N(Cc1cccc(-c2ccncc2Cl)c1)S(=O)(=O)c1ccc(Br)cc1,non
C=C(CCc1ccccc1OC(F)(F)F)N(Cc1cccc(-c2ccccc2Cl)c1)S(=O)(=O)c1ccc(Br)cc1,non
C=C(CCc1ccccc1OC(F)(F)F)N(Cc1cccc(-c2ccncc2Cl)c1)S(=O)(=O)c1ccc(Br)cc1,non
C=C(CC(C)c1ccccc1)N(Cc1cccc(-c2ccccc2Cl)c1)S(=O)(=O)c1ccc(Br)cc1,non
C=C(CC(C)c1ccccc1)N(Cc1cccc(-c2ccncc2Cl)c1)S(=O)(=O)c1ccc(Br)cc1,non
C=C(CC(CC)c1ccccc1)N(Cc1cccc(-c2ccccc2Cl)c1)S(=O)(=O)c1ccc(Br)cc1,non
C=C(CC(CC)c1ccccc1)N(Cc1cccc(-c2ccncc2Cl)c1)S(=O)(=O)c1ccc(Br)cc1,non
C=C(c1ccccc1-c1ccccc1)N(Cc1cccc(-c2ccccc2Cl)c1)S(=O)(=O)c1ccc(Br)cc1,non
C=C(c1ccccc1-c1ccccc1)N(Cc1cccc(-c2ccncc2Cl)c1)S(=O)(=O)c1ccc(Br)cc1,non
C=C(c1ccccc1-c1ccccc1C)N(Cc1cccc(-c2ccccc2Cl)c1)S(=O)(=O)c1ccc(Br)cc1,non
C=C(c1ccccc1-c1ccccc1C)N(Cc1cccc(-c2ccncc2Cl)c1)S(=O)(=O)c1ccc(Br)cc1,non
C=C(c1ccccc1-c1cccc(OC)c1)N(Cc1cccc(-c2ccccc2Cl)c1)S(=O)(=O)c1ccc(Br)cc1,non
C=C(c1ccccc1-c1cccc(OC)c1)N(Cc1cccc(-c2ccncc2Cl)c1)S(=O)(=O)c1ccc(Br)cc1,non
C=C(c1ccccc1-c1cccc(F)c1)N(Cc1cccc(-c2ccccc2Cl)c1)S(=O)(=O)c1ccc(Br)cc1,non
C=C(c1ccccc1-c1cccc(F)c1)N(Cc1cccc(-c2ccncc2Cl)c1)S(=O)(=O)c1ccc(Br)cc1,non
C=C(c1ccccc1-c1cc(F)cc(F)c1)N(Cc1cccc(-c2ccccc2Cl)c1)S(=O)(=O)c1ccc(Br)cc1,non
C=C(c1ccccc1-c1cc(F)cc(F)c1)N(Cc1cccc(-c2ccncc2Cl)c1)S(=O)(=O)c1ccc(Br)cc1,non
C=C(CCc1ccccc1)N(Cc1cccc(-c2ccccc2Cl)c1)S(=O)(=O)c1ccc(Br)cc1,non
C=C(CCc1ccccc1)N(Cc1cccc(-c2ccncc2Cl)c1)S(=O)(=O)c1ccc(Br)cc1,non
C=C(CCc1cccc(F)c1)N(Cc1cccc(-c2ccccc2Cl)c1)S(=O)(=O)c1ccc(Br)cc1,non
O=C(OCc1cccc(F)c1)N(Cc1cccc(-c2ccncc2Cl)c1)S(=O)(=O)c1ccc(Br)cc1,non
C=C(OCc1cccc(Cl)c1)N(Cc1cccc(-c2ccncc2Cl)c1)S(=O)(=O)c1ccc(Br)cc1,non
C=C(Cc1ccccc1C)C(C)CC,non
Cc1cccc2c1CC(=O)N(C)O2,non
Cc1ccccc1C(F)(F)F,non
O=C1Cc2c(cccc2C(F)(F)F)ON1,non
C=C(Cc1ccccc1)Cc1cccc2ccccc12,non
c1ccccc1,non
C=C(Cc1cccc2ccccc12)C(C)c1ccc(CC(C)C)cc1,non
C=C(Cl)/C=C\C,non
C=C(Cc1cccc(C)c1)C(C)CC,non
CCC(C)CCc1cccc(C)c1,non
C=CCc1ccccc1,non
C#Cc1ccccc1,non
C=C(Cc1ccc(C)cc1)C(C)CC,non
CON(C)C1Cc2ccc(C)cc2CO1,non
C=C(Cc1ccccc1OC)C(C)CC,non
COc1cccc2c1CC(N(C)OC)OC2,non
C=C(Cc1ccccc1F)C(C)CC,non
CON(C)C1Cc2c(F)cccc2CO1,non
C=C(Cc1cccc(Cl)c1)C(C)CC,non
CON(C)C1Cc2cc(Cl)ccc2CO1,non
C=C(Cc1ccc(C(F)(F)F)cc1)C(C)CC,non
CON(C)C1Cc2ccc(C(F)(F)F)cc2CO1,non
C=C(Cc1ccc(Cl)cc1Cl)C(C)CC,non
CON(C)C1Cc2c(Cl)cc(Cl)cc2CO1,non
C=C(c1ccccc1-c1ccccc1)C(C)CC,non
C=C(CC)Cc1ccccc1,non
COC1Cc2ccccc2CO1,non
CC(C)OC1Cc2ccccc2CO1,non
C=C(Cc1ccccc1C)CC(C)C,non
Cc1cccc2c1CC(OC(C)C)OC2,non
C=C(Cc1cccc(C)c1)CC(C)C,non
Cc1ccc2c(c1)CC(OC(C)C)OC2,non
C=C(C)Cc1cc(OC)ccc1OC,non
CCOC1Cc2c(OC)ccc(OC)c2CO1,non
C=C(Cc1cc(OC)c(Cl)cc1OC)CC(C)C,non
COc1cc(Cl)c(OC)c2c1CC(OC(C)C)OC2,non
C=C(C)Cc1ccccc1,non
O=C1CCc2ccccc2C1,non
CC1Cc2ccccc2CC1=O,non
C=C(C)Cc1ccccc1C,non
C=C(C)Cc1cccc(OC)c1,non
COc1ccc2c(c1)CCOC2,non
C=C(C)Cc1ccc(OC)c(OC)c1,non
COc1cc2c(cc1OC)COCC2,non
C=C(C)CCc1ccccc1,non
CCCCCCC=O,non
CCCCCCC#N,non
CCC(O)C,non
